Htno,Subcode,Subname,Internals,Grade,Credits
20B81A04G1,R201214,BASIC ELECTRICAL ENGINEERING,14,F,0.0
20B81A04G2,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,C,3.0
20B81A04H0,R201213,NETWORK ANALYSIS,23,F,0.0
20B81A04H9,R201201,MATHEMATICS-II,25,F,0.0
20B81A04H9,R201213,NETWORK ANALYSIS,17,F,0.0
20B81A04I3,R201201,MATHEMATICS-II,21,D,3.0
20B81A04I3,R201213,NETWORK ANALYSIS,20,E,3.0
20B81A04I4,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,ABSENT,0.0
20B81A04I4,R201214,BASIC ELECTRICAL ENGINEERING,20,F,0.0
20B81A04I6,R201213,NETWORK ANALYSIS,22,ABSENT,0.0
20B81A0509,R201216,COMPUTER ORGANIZATION,17,D,3.0
20B81A0523,R201201,MATHEMATICS-II,23,E,3.0
20B81A0523,R201216,COMPUTER ORGANIZATION,17,F,0.0
20B81A0523,R201218,DATA STRUCTURES,19,F,0.0
20B81A0527,R201216,COMPUTER ORGANIZATION,13,ABSENT,0.0
20B81A0527,R201225,PYTHON PROGRAMMING,22,F,0.0
20B81A0531,R201216,COMPUTER ORGANIZATION,14,ABSENT,0.0
20B81A0531,R201218,DATA STRUCTURES,8,ABSENT,0.0
20B81A0531,R201225,PYTHON PROGRAMMING,17,ABSENT,0.0
20B81A0542,R201216,COMPUTER ORGANIZATION,18,D,3.0
20B81A0550,R201201,MATHEMATICS-II,20,F,0.0
20B81A0595,R201201,MATHEMATICS-II,19,F,0.0
20B81A0595,R201216,COMPUTER ORGANIZATION,17,F,0.0
20B81A0595,R201218,DATA STRUCTURES,19,F,0.0
20B81A0595,R201225,PYTHON PROGRAMMING,18,F,0.0
20B81A05C5,R201201,MATHEMATICS-II,24,D,3.0
20B81A05D0,R201201,MATHEMATICS-II,21,F,0.0
20B81A05D0,R201216,COMPUTER ORGANIZATION,23,F,0.0
20B81A05D0,R201225,PYTHON PROGRAMMING,22,F,0.0
20B81A05D5,R201201,MATHEMATICS-II,22,D,3.0
20B81A05G2,R201201,MATHEMATICS-II,18,F,0.0
20B81A05G2,R201218,DATA STRUCTURES,18,F,0.0
20B81A05H1,R201215,APPLIED CHEMISTRY,15,ABSENT,0.0
20B81A05H1,R201216,COMPUTER ORGANIZATION,20,ABSENT,0.0
20B81A05H1,R201218,DATA STRUCTURES,22,F,0.0
20B81A05H1,R201225,PYTHON PROGRAMMING,23,ABSENT,0.0
20B81A05J1,R201216,COMPUTER ORGANIZATION,15,ABSENT,0.0
20B81A05J3,R201201,MATHEMATICS-II,25,F,0.0
20B81A05J3,R201216,COMPUTER ORGANIZATION,15,F,0.0
20B81A05J3,R201218,DATA STRUCTURES,23,D,3.0
20B81A05J3,R201225,PYTHON PROGRAMMING,22,F,0.0
20B81A1212,R201216,COMPUTER ORGANIZATION,16,F,0.0
20B81A1221,R201216,COMPUTER ORGANIZATION,22,C,3.0
20B81A1228,R201201,MATHEMATICS-II,22,F,0.0
20B81A1228,R201215,APPLIED CHEMISTRY,20,E,3.0
20B81A1233,R201201,MATHEMATICS-II,21,F,0.0
20B81A1233,R201225,PYTHON PROGRAMMING,20,D,3.0
20B81A1234,R201215,APPLIED CHEMISTRY,19,F,0.0
20B81A1234,R201225,PYTHON PROGRAMMING,18,F,0.0
20B81A1237,R201201,MATHEMATICS-II,22,F,0.0
20B81A1237,R201215,APPLIED CHEMISTRY,17,F,0.0
20B81A1246,R201201,MATHEMATICS-II,25,F,0.0
20B81A1246,R201225,PYTHON PROGRAMMING,15,F,0.0
20B81A1260,R201216,COMPUTER ORGANIZATION,18,F,0.0
20B81A1268,R201215,APPLIED CHEMISTRY,22,F,0.0
20B81A1268,R201216,COMPUTER ORGANIZATION,19,F,0.0
20B81A1268,R201225,PYTHON PROGRAMMING,19,F,0.0
20B81A1271,R201216,COMPUTER ORGANIZATION,19,F,0.0
20B81A1271,R201218,DATA STRUCTURES,24,F,0.0
20B81A1271,R201225,PYTHON PROGRAMMING,18,F,0.0
20B81A1273,R201201,MATHEMATICS-II,26,D,3.0
20B81A1275,R201201,MATHEMATICS-II,25,F,0.0
20B81A1275,R201215,APPLIED CHEMISTRY,20,F,0.0
20B81A1275,R201216,COMPUTER ORGANIZATION,16,F,0.0
20B81A1275,R201218,DATA STRUCTURES,20,F,0.0
20B81A1275,R201225,PYTHON PROGRAMMING,17,F,0.0
20B81A1277,R201225,PYTHON PROGRAMMING,16,E,3.0
20B81A1284,R201201,MATHEMATICS-II,23,F,0.0
20B81A1296,R201201,MATHEMATICS-II,24,F,0.0
20B81A1296,R201225,PYTHON PROGRAMMING,16,E,3.0
20B81A12A0,R201225,PYTHON PROGRAMMING,17,F,0.0
20B81A12A7,R201215,APPLIED CHEMISTRY,14,F,0.0
20B81A12A7,R201225,PYTHON PROGRAMMING,16,F,0.0
20B81A12A9,R201201,MATHEMATICS-II,23,F,0.0
20B81A12A9,R201215,APPLIED CHEMISTRY,17,F,0.0
20B81A12A9,R201225,PYTHON PROGRAMMING,15,D,3.0
20B81A12B0,R201201,MATHEMATICS-II,12,F,0.0
20B81A12B0,R201215,APPLIED CHEMISTRY,12,E,3.0
20B81A12B0,R201216,COMPUTER ORGANIZATION,16,F,0.0
20B81A12B0,R201218,DATA STRUCTURES,16,E,3.0
20B81A12B0,R201225,PYTHON PROGRAMMING,15,F,0.0
20B81A12B9,R201215,APPLIED CHEMISTRY,20,F,0.0
20B81A12C3,R201201,MATHEMATICS-II,27,F,0.0
20HK1A0406,R201201,MATHEMATICS-II,20,ABSENT,0.0
20HK1A0406,R201213,NETWORK ANALYSIS,22,ABSENT,0.0
20HK1A0406,R201214,BASIC ELECTRICAL ENGINEERING,22,ABSENT,0.0
21B81A0102,R201201,MATHEMATICS-II,16,F,0.0
21B81A0102,R201202,ENGINEERING CHEMISTRY,16,F,0.0
21B81A0102,R201203,ENGINEERING MECHANICS,22,F,0.0
21B81A0102,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,18,F,0.0
21B81A0102,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,14,F,0.0
21B81A0105,R201202,ENGINEERING CHEMISTRY,13,F,0.0
21B81A0114,R201201,MATHEMATICS-II,16,E,3.0
21B81A0212,R201206,MATHEMATICS-III,17,F,0.0
21B81A0212,R201208,DATA STRUCTURES THROUGH C,16,ABSENT,0.0
21B81A0221,R201206,MATHEMATICS-III,23,D,3.0
21B81A0232,R201206,MATHEMATICS-III,16,F,0.0
21B81A0232,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,18,F,0.0
21B81A0233,R201208,DATA STRUCTURES THROUGH C,21,F,0.0
21B81A0233,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,17,F,0.0
21B81A0237,R201206,MATHEMATICS-III,15,F,0.0
21B81A0240,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,21,E,3.0
21B81A0241,R201206,MATHEMATICS-III,18,F,0.0
21B81A0243,R201207,APPLIED PHYSICS,19,D,3.0
21B81A0244,R201208,DATA STRUCTURES THROUGH C,20,F,0.0
21B81A0249,R201206,MATHEMATICS-III,20,F,0.0
21B81A0251,R201206,MATHEMATICS-III,20,F,0.0
21B81A0251,R201207,APPLIED PHYSICS,18,F,0.0
21B81A0252,R201206,MATHEMATICS-III,17,F,0.0
21B81A0252,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,18,F,0.0
21B81A0253,R201206,MATHEMATICS-III,19,F,0.0
21B81A0254,R201206,MATHEMATICS-III,17,F,0.0
21B81A0254,R201207,APPLIED PHYSICS,8,F,0.0
21B81A0254,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,15,F,0.0
21B81A0256,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,24,D,3.0
21B81A0259,R201206,MATHEMATICS-III,20,F,0.0
21B81A0259,R201207,APPLIED PHYSICS,15,ABSENT,0.0
21B81A0259,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,20,F,0.0
21B81A0267,R201206,MATHEMATICS-III,18,F,0.0
21B81A0271,R201206,MATHEMATICS-III,18,F,0.0
21B81A0304,R201201,MATHEMATICS-II,19,ABSENT,0.0
21B81A0304,R201202,ENGINEERING CHEMISTRY,21,F,0.0
21B81A0304,R201210,ENGINEERING MECHANICS,16,ABSENT,0.0
21B81A0304,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,16,F,0.0
21B81A0304,R201254,THERMODYNAMICS,18,F,0.0
21B81A0306,R201201,MATHEMATICS-II,21,F,0.0
21B81A0307,R201201,MATHEMATICS-II,13,F,0.0
21B81A0307,R201202,ENGINEERING CHEMISTRY,14,F,0.0
21B81A0307,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,12,E,3.0
21B81A0312,R201202,ENGINEERING CHEMISTRY,19,D,3.0
21B81A0312,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,19,D,3.0
21B81A0314,R201202,ENGINEERING CHEMISTRY,18,F,0.0
21B81A0314,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,7,E,3.0
21B81A0314,R201254,THERMODYNAMICS,9,E,3.0
21B81A0315,R201202,ENGINEERING CHEMISTRY,23,F,0.0
21B81A0316,R201202,ENGINEERING CHEMISTRY,22,F,0.0
21B81A0316,R201210,ENGINEERING MECHANICS,13,F,0.0
21B81A0319,R201254,THERMODYNAMICS,16,D,3.0
21B81A0328,R201202,ENGINEERING CHEMISTRY,17,F,0.0
21B81A0328,R201210,ENGINEERING MECHANICS,13,F,0.0
21B81A0328,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,17,D,3.0
21B81A0328,R201254,THERMODYNAMICS,15,F,0.0
21B81A0331,R201202,ENGINEERING CHEMISTRY,18,F,0.0
21B81A0331,R201254,THERMODYNAMICS,18,E,3.0
21B81A0342,R201201,MATHEMATICS-II,17,F,0.0
21B81A0342,R201202,ENGINEERING CHEMISTRY,19,F,0.0
21B81A0342,R201254,THERMODYNAMICS,17,F,0.0
21B81A0402,R201213,NETWORK ANALYSIS,18,F,0.0
21B81A0404,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,E,3.0
21B81A0406,R201213,NETWORK ANALYSIS,22,E,3.0
21B81A0409,R201214,BASIC ELECTRICAL ENGINEERING,12,F,0.0
21B81A0410,R201207,APPLIED PHYSICS,14,ABSENT,0.0
21B81A0410,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0.0
21B81A0410,R201213,NETWORK ANALYSIS,18,D,3.0
21B81A0411,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,14,F,0.0
21B81A0411,R201213,NETWORK ANALYSIS,15,F,0.0
21B81A0411,R201214,BASIC ELECTRICAL ENGINEERING,14,F,0.0
21B81A0414,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,D,3.0
21B81A0430,R201213,NETWORK ANALYSIS,20,D,3.0
21B81A0435,R201213,NETWORK ANALYSIS,23,C,3.0
21B81A0451,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,14,E,3.0
21B81A0451,R201214,BASIC ELECTRICAL ENGINEERING,16,ABSENT,0.0
21B81A0460,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0.0
21B81A0460,R201213,NETWORK ANALYSIS,19,E,3.0
21B81A0472,R201207,APPLIED PHYSICS,20,F,0.0
21B81A0472,R201213,NETWORK ANALYSIS,20,E,3.0
21B81A0480,R201213,NETWORK ANALYSIS,22,D,3.0
21B81A0482,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,14,F,0.0
21B81A0482,R201213,NETWORK ANALYSIS,17,F,0.0
21B81A0485,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,13,D,3.0
21B81A0485,R201213,NETWORK ANALYSIS,17,E,3.0
21B81A0488,R201213,NETWORK ANALYSIS,22,C,3.0
21B81A0489,R201207,APPLIED PHYSICS,25,C,3.0
21B81A0489,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,C,3.0
21B81A0489,R201213,NETWORK ANALYSIS,19,D,3.0
21B81A0498,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0.0
21B81A0498,R201213,NETWORK ANALYSIS,15,E,3.0
21B81A04B7,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,E,3.0
21B81A04C2,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,C,3.0
21B81A04D9,R201201,MATHEMATICS-II,23,A,3.0
21B81A04D9,R201207,APPLIED PHYSICS,22,F,0.0
21B81A04D9,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,D,3.0
21B81A04D9,R201213,NETWORK ANALYSIS,22,D,3.0
21B81A04D9,R201214,BASIC ELECTRICAL ENGINEERING,23,D,3.0
21B81A04D9,R201230,ENVIRONMENTAL SCIENCE,23,COMPLE,0.0
21B81A04D9,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
21B81A04D9,R201237,ELECTRONIC WORKSHOP LABORATORY,15,A,1.5
21B81A04D9,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,15,A+,1.5
21B81A04E7,R201213,NETWORK ANALYSIS,16,D,3.0
21B81A04G3,R201214,BASIC ELECTRICAL ENGINEERING,15,F,0.0
21B81A04H9,R201213,NETWORK ANALYSIS,16,D,3.0
21B81A04J1,R201213,NETWORK ANALYSIS,22,D,3.0
21B81A0501,R201201,MATHEMATICS-II,28,A+,3.0
21B81A0501,R201215,APPLIED CHEMISTRY,28,A,3.0
21B81A0501,R201216,COMPUTER ORGANIZATION,25,A,3.0
21B81A0501,R201218,DATA STRUCTURES,23,E,3.0
21B81A0501,R201225,PYTHON PROGRAMMING,25,D,3.0
21B81A0501,R201228,ENVIRONMENTAL SCIENCE,25,COMPLE,0.0
21B81A0501,R201239,APPLIED CHEMISTRY LABORATORY,15,A+,1.5
21B81A0501,R201241,DATA STRUCTURES LABORATORY,15,A+,1.5
21B81A0501,R201250,PYTHON PROGRAMMING LABORATORY,15,A+,1.5
21B81A0512,R201216,COMPUTER ORGANIZATION,19,D,3.0
21B81A0513,R201201,MATHEMATICS-II,17,F,0.0
21B81A0513,R201215,APPLIED CHEMISTRY,17,F,0.0
21B81A0591,R201215,APPLIED CHEMISTRY,17,ABSENT,0.0
21B81A05B4,R201225,PYTHON PROGRAMMING,22,B,3.0
21B81A05B9,R201216,COMPUTER ORGANIZATION,17,D,3.0
21B81A05D7,R201215,APPLIED CHEMISTRY,23,F,0.0
21B81A05E4,R201201,MATHEMATICS-II,19,D,3.0
21B81A05E4,R201215,APPLIED CHEMISTRY,14,D,3.0
21B81A05E4,R201218,DATA STRUCTURES,19,D,3.0
21B81A05E8,R201216,COMPUTER ORGANIZATION,16,D,3.0
21B81A05G4,R201201,MATHEMATICS-II,12,F,0.0
21B81A05G8,R201215,APPLIED CHEMISTRY,17,F,0.0
21B81A05H3,R201218,DATA STRUCTURES,18,E,3.0
21B81A05H3,R201225,PYTHON PROGRAMMING,20,F,0.0
21B81A05I7,R201201,MATHEMATICS-II,19,C,3.0
21B81A05J0,R201216,COMPUTER ORGANIZATION,23,F,0.0
21B81A05J0,R201225,PYTHON PROGRAMMING,23,F,0.0
21B81A05J4,R201225,PYTHON PROGRAMMING,22,ABSENT,0.0
21B81A1201,R201225,PYTHON PROGRAMMING,15,F,0.0
21B81A1212,R201201,MATHEMATICS-II,10,F,0.0
21B81A1212,R201215,APPLIED CHEMISTRY,14,ABSENT,0.0
21B81A1212,R201216,COMPUTER ORGANIZATION,11,F,0.0
21B81A1212,R201225,PYTHON PROGRAMMING,13,F,0.0
21B81A1215,R201225,PYTHON PROGRAMMING,15,F,0.0
21B81A1227,R201201,MATHEMATICS-II,12,F,0.0
21B81A1227,R201215,APPLIED CHEMISTRY,14,F,0.0
21B81A1227,R201216,COMPUTER ORGANIZATION,15,F,0.0
21B81A1227,R201218,DATA STRUCTURES,11,F,0.0
21B81A1227,R201225,PYTHON PROGRAMMING,16,F,0.0
21B81A1250,R201201,MATHEMATICS-II,11,F,0.0
21B81A1250,R201215,APPLIED CHEMISTRY,14,F,0.0
21B81A1253,R201201,MATHEMATICS-II,11,D,3.0
21B81A1255,R201201,MATHEMATICS-II,19,E,3.0
21B81A1257,R201215,APPLIED CHEMISTRY,22,D,3.0
21B81A1259,R201225,PYTHON PROGRAMMING,20,F,0.0
21B81A1260,R201201,MATHEMATICS-II,12,E,3.0
21B81A1262,R201201,MATHEMATICS-II,14,F,0.0
21B81A1262,R201215,APPLIED CHEMISTRY,17,F,0.0
21B81A1262,R201216,COMPUTER ORGANIZATION,15,C,3.0
21B81A1262,R201218,DATA STRUCTURES,16,D,3.0
21B81A1262,R201225,PYTHON PROGRAMMING,18,E,3.0
21B81A1264,R201225,PYTHON PROGRAMMING,21,D,3.0
21B81A1265,R201201,MATHEMATICS-II,15,E,3.0
21B81A1265,R201215,APPLIED CHEMISTRY,18,E,3.0
21B81A1266,R201216,COMPUTER ORGANIZATION,10,F,0.0
21B81A1266,R201218,DATA STRUCTURES,13,ABSENT,0.0
21B81A1270,R201215,APPLIED CHEMISTRY,13,ABSENT,0.0
21B81A1270,R201216,COMPUTER ORGANIZATION,14,ABSENT,0.0
21B81A1274,R201201,MATHEMATICS-II,20,F,0.0
21B81A1274,R201215,APPLIED CHEMISTRY,16,E,3.0
21B81A1279,R201215,APPLIED CHEMISTRY,9,F,0.0
21B81A1284,R201215,APPLIED CHEMISTRY,16,E,3.0
21B81A1285,R201215,APPLIED CHEMISTRY,17,D,3.0
21B81A1289,R201201,MATHEMATICS-II,24,ABSENT,0.0
21B81A1290,R201201,MATHEMATICS-II,22,F,0.0
21B81A1290,R201215,APPLIED CHEMISTRY,9,F,0.0
21B81A1297,R201215,APPLIED CHEMISTRY,15,D,3.0
21B81A1297,R201225,PYTHON PROGRAMMING,17,D,3.0
21B81A12A7,R201201,MATHEMATICS-II,15,ABSENT,0.0
21B81A12A7,R201215,APPLIED CHEMISTRY,13,ABSENT,0.0
21B81A12A7,R201216,COMPUTER ORGANIZATION,11,F,0.0
21B81A12A7,R201218,DATA STRUCTURES,11,F,0.0
21B81A12A7,R201225,PYTHON PROGRAMMING,14,F,0.0
21B81A12A9,R201225,PYTHON PROGRAMMING,17,ABSENT,0.0
21B81A12B3,R201201,MATHEMATICS-II,17,ABSENT,0.0
21B81A12B3,R201225,PYTHON PROGRAMMING,17,ABSENT,0.0
21B81A12B5,R201216,COMPUTER ORGANIZATION,13,F,0.0
21B81A12B5,R201218,DATA STRUCTURES,14,F,0.0
21B81A12B5,R201225,PYTHON PROGRAMMING,18,E,3.0
21B81A12C1,R201215,APPLIED CHEMISTRY,18,F,0.0
21B81A12C9,R201201,MATHEMATICS-II,19,D,3.0
21B81A12C9,R201215,APPLIED CHEMISTRY,14,F,0.0
21B81A5402,R201225,PYTHON PROGRAMMING,25,F,0.0
21B81A5410,R201218,DATA STRUCTURES,19,E,3.0
21B81A5411,R201221,DIGITAL LOGIC DESIGN,15,F,0.0
21B81A5416,R201218,DATA STRUCTURES,13,E,3.0
21B81A5416,R201221,DIGITAL LOGIC DESIGN,17,E,3.0
21B81A5425,R201207,APPLIED PHYSICS,18,F,0.0
21B81A5425,R201221,DIGITAL LOGIC DESIGN,17,F,0.0
21B81A5428,R201218,DATA STRUCTURES,19,C,3.0
21B81A5428,R201221,DIGITAL LOGIC DESIGN,22,C,3.0
21B81A5432,R201207,APPLIED PHYSICS,16,F,0.0
21B81A5432,R201218,DATA STRUCTURES,17,F,0.0
21B81A5432,R201221,DIGITAL LOGIC DESIGN,15,F,0.0
21B81A5432,R201225,PYTHON PROGRAMMING,17,F,0.0
21B81A5433,R201221,DIGITAL LOGIC DESIGN,14,E,3.0
21B81A5435,R201207,APPLIED PHYSICS,18,F,0.0
21B81A5435,R201221,DIGITAL LOGIC DESIGN,19,E,3.0
21B81A5435,R201225,PYTHON PROGRAMMING,18,F,0.0
21B81A5436,R201218,DATA STRUCTURES,22,C,3.0
21B81A5436,R201221,DIGITAL LOGIC DESIGN,22,C,3.0
21B81A5437,R201207,APPLIED PHYSICS,24,B,3.0
21B81A5438,R201207,APPLIED PHYSICS,12,E,3.0
21B81A5438,R201218,DATA STRUCTURES,12,E,3.0
21B81A5441,R201207,APPLIED PHYSICS,27,C,3.0
21B81A5443,R201207,APPLIED PHYSICS,14,F,0.0
21B81A5464,R201201,MATHEMATICS-II,25,B,3.0
21B81A5464,R201207,APPLIED PHYSICS,22,F,0.0
21B81A5464,R201221,DIGITAL LOGIC DESIGN,19,D,3.0
21B81A5466,R201201,MATHEMATICS-II,15,D,3.0
21B81A5466,R201221,DIGITAL LOGIC DESIGN,15,E,3.0
22B81A0101,R201201,MATHEMATICS-II,24,A,3.0
22B81A0101,R201202,ENGINEERING CHEMISTRY,21,A+,3.0
22B81A0101,R201203,ENGINEERING MECHANICS,23,C,3.0
22B81A0101,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,22,C,3.0
22B81A0101,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,20,B,3.0
22B81A0101,R201228,ENVIRONMENTAL SCIENCE,26,COMPLE,0.0
22B81A0101,R201231,ENGINEERING CHEMISTRY LABORATORY,13,A+,1.5
22B81A0101,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0101,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,12,A,1.5
22B81A0102,R201201,MATHEMATICS-II,20,E,3.0
22B81A0102,R201202,ENGINEERING CHEMISTRY,19,E,3.0
22B81A0102,R201203,ENGINEERING MECHANICS,24,D,3.0
22B81A0102,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,20,D,3.0
22B81A0102,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,21,E,3.0
22B81A0102,R201228,ENVIRONMENTAL SCIENCE,26,COMPLE,0.0
22B81A0102,R201231,ENGINEERING CHEMISTRY LABORATORY,13,A,1.5
22B81A0102,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0102,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,13,A+,1.5
22B81A0103,R201201,MATHEMATICS-II,20,B,3.0
22B81A0103,R201202,ENGINEERING CHEMISTRY,21,B,3.0
22B81A0103,R201203,ENGINEERING MECHANICS,23,C,3.0
22B81A0103,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,21,D,3.0
22B81A0103,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,19,E,3.0
22B81A0103,R201228,ENVIRONMENTAL SCIENCE,29,COMPLE,0.0
22B81A0103,R201231,ENGINEERING CHEMISTRY LABORATORY,14,A+,1.5
22B81A0103,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0103,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,12,A,1.5
22B81A0104,R201201,MATHEMATICS-II,24,B,3.0
22B81A0104,R201202,ENGINEERING CHEMISTRY,21,C,3.0
22B81A0104,R201203,ENGINEERING MECHANICS,24,B,3.0
22B81A0104,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,24,D,3.0
22B81A0104,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,22,D,3.0
22B81A0104,R201228,ENVIRONMENTAL SCIENCE,29,COMPLE,0.0
22B81A0104,R201231,ENGINEERING CHEMISTRY LABORATORY,15,A+,1.5
22B81A0104,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0104,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,13,A+,1.5
22B81A0105,R201201,MATHEMATICS-II,19,E,3.0
22B81A0105,R201202,ENGINEERING CHEMISTRY,15,F,0.0
22B81A0105,R201203,ENGINEERING MECHANICS,17,F,0.0
22B81A0105,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,16,E,3.0
22B81A0105,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,14,F,0.0
22B81A0105,R201228,ENVIRONMENTAL SCIENCE,23,COMPLE,0.0
22B81A0105,R201231,ENGINEERING CHEMISTRY LABORATORY,13,A,1.5
22B81A0105,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0105,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,12,A,1.5
22B81A0106,R201201,MATHEMATICS-II,23,E,3.0
22B81A0106,R201202,ENGINEERING CHEMISTRY,22,E,3.0
22B81A0106,R201203,ENGINEERING MECHANICS,22,E,3.0
22B81A0106,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,23,D,3.0
22B81A0106,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,20,E,3.0
22B81A0106,R201228,ENVIRONMENTAL SCIENCE,26,COMPLE,0.0
22B81A0106,R201231,ENGINEERING CHEMISTRY LABORATORY,14,A+,1.5
22B81A0106,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0106,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,14,A+,1.5
22B81A0107,R201201,MATHEMATICS-II,17,C,3.0
22B81A0107,R201202,ENGINEERING CHEMISTRY,22,B,3.0
22B81A0107,R201203,ENGINEERING MECHANICS,20,E,3.0
22B81A0107,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,21,D,3.0
22B81A0107,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,16,F,0.0
22B81A0107,R201228,ENVIRONMENTAL SCIENCE,22,COMPLE,0.0
22B81A0107,R201231,ENGINEERING CHEMISTRY LABORATORY,13,A,1.5
22B81A0107,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0107,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,12,A,1.5
22B81A0108,R201201,MATHEMATICS-II,24,D,3.0
22B81A0108,R201202,ENGINEERING CHEMISTRY,23,D,3.0
22B81A0108,R201203,ENGINEERING MECHANICS,25,E,3.0
22B81A0108,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,23,D,3.0
22B81A0108,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,22,C,3.0
22B81A0108,R201228,ENVIRONMENTAL SCIENCE,26,COMPLE,0.0
22B81A0108,R201231,ENGINEERING CHEMISTRY LABORATORY,14,A+,1.5
22B81A0108,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0108,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,13,A+,1.5
22B81A0109,R201201,MATHEMATICS-II,21,D,3.0
22B81A0109,R201202,ENGINEERING CHEMISTRY,18,C,3.0
22B81A0109,R201203,ENGINEERING MECHANICS,18,E,3.0
22B81A0109,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,16,F,0.0
22B81A0109,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,15,F,0.0
22B81A0109,R201228,ENVIRONMENTAL SCIENCE,24,COMPLE,0.0
22B81A0109,R201231,ENGINEERING CHEMISTRY LABORATORY,13,A,1.5
22B81A0109,R201232,PROGRAMMING FOR PROBLEM SOLVING USING C,15,A+,1.5
22B81A0109,R201252,BUILDING PLANNING AND COMPUTER AIDED BUI,12,A,1.5
22B81A0110,R201201,MATHEMATICS-II,18,F,0.0
22B81A0110,R201202,ENGINEERING CHEMISTRY,17,F,0.0
22B81A0110,R201203,ENGINEERING MECHANICS,17,F,0.0
22B81A0110,R201204,PROGRAMMING FOR PROBLEM SOLVING USING C,16,F,0.0
22B81A0110,R201205,BUILDING MATERIALS AND CONCRETE TECHNOLO,17,F,0.0
